Assessment Name,Remote Testing,Adaptive/IRT,Test Type,Description,Job Level,Assessment Length,URL
Visual Comparison - US,Yes,No,K,This assessment measures ability to efficiently compare information and detect errors. The test taker is required to examine four pairs of numbers and select the set of numbers that are not identical.,"Entry-Level,",5 min,https://www.shl.com/solutions/products/product-catalog/view/visual-comparison-us/
VLSI and Embedded Systems (New),Yes,No,K,Multi-choice test that measures the knowledge of VLSI and embedded systems basics.,"Mid-Professional, Professional Individual Contributor,",9 min,https://www.shl.com/solutions/products/product-catalog/view/vlsi-and-embedded-systems-new/
What Is The Value - US,Yes,Yes,K,The What is the Value –US test measures money handling ability. This test is designed for entry-level positions where handling money is required on a regular basis.,"Entry-Level,",5 min,https://www.shl.com/solutions/products/product-catalog/view/what-is-the-value-us/
Workplace Administration Skills (New),Yes,No,K,"Multi-choice test that measures the ability to organize one's workplace, properly maintain data, perform simple tasks on the computer and resolve administrative issues.","Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",12 min,https://www.shl.com/solutions/products/product-catalog/view/workplace-administration-skills-new/
Workplace Health and Safety (New),Yes,No,K,"Multi-choice test that measures the knowledge of first aid, emergency safety measures, cleanliness and personal hygiene.","Entry-Level, Graduate, Manager, Supervisor, Mid-Professional, Professional Individual Contributor,",9 min,https://www.shl.com/solutions/products/product-catalog/view/workplace-health-and-safety-new/
WriteX - Email Writing (Customer Service) (New),Yes,No,S,"Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",15 min,https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-customer-service-new/
WriteX - Email Writing (Managerial) (New),Yes,No,S,"Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",15 min,https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-managerial-new/
WriteX - Email Writing (Sales) (New),Yes,No,"B, S","Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",15 min,https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-sales-new/
Written English v1,Yes,Yes,K,"The Written English test measures knowledge of US English grammar and English reading comprehension. It is designed for those with English as a second language and covers the following topics: Articles, Comparisons, Conjunctions, General Questions, Misused Words, Nouns, Parallel Structure, Prepositions, Pronouns, Specific Questions, and Verbs.","Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor,",30 min,https://www.shl.com/solutions/products/product-catalog/view/written-english-v1/
Written Spanish,Yes,Yes,K,"This test measures knowledge of Spanish grammar and Spanish reading comprehension skills. Designed primarily for individuals where Spanish is their second language, this test covers the following topics: Adjectives, Adverbs, Conjunctions, Nouns, Prepositions, Pronouns, Verbs, and Reading Comprehension.","Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor,",22 min,https://www.shl.com/solutions/products/product-catalog/view/written-spanish/
Zabbix (New),Yes,No,K,"Multi-choice test that measures the knowledge of Zabbix architecture, data handling, monitoring and administration.","Mid-Professional, Professional Individual Contributor,",9 min,https://www.shl.com/solutions/products/product-catalog/view/zabbix-new/
360 Digital Report,Yes,No,D,"Introducing the new 360 Digital Report from SHL! Our latest offering revolutionizes the reporting experience for our 360 products, catering to the modern user's needs for enhanced usability and actionable insights. With a sleek, interactive interface, this report provides a exploration of feedback data, focusing on user development and comprehensive evaluation. Users can now enjoy a visually engaging experience, with the capability to download the report in PDF format for offline access. Upgrade your reporting experience today with SHL's innovative 360 Digital Report!","Director, Manager, Entry-Level, Executive, Front Line Manager, General Population, Graduate,",,https://www.shl.com/solutions/products/product-catalog/view/360-digital-report/
360° Multi-Rater Feedback System (MFS),Yes,No,"D, P","SHL 360, or the Multi-Rater Feedback System (‘MFS’), provides a holistic 360-degree view of an employee by gathering feedback from the employee’s manager, peers, direct reports, and/or other raters.  By offering a wide range of perspectives, 360 feedback gives employees a more thorough understanding of not only their strengths, weaknesses, and development opportunities, but also their impact on others.  360-degree multi-rater assessments are based on SHL’s Universal Competency Framework (“UCF”), using our proven library of research-driven competencies to provide opportunities for managers, peers, and direct reports to supply useful developmental feedback that they may not otherwise share.  SHL can also offer support and training throughout the entire process, from defining objectives through interpreting and delivering the feedback.  360 feedback serves all levels and industries and is a positive and powerful addition to your performance management system.","Director, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,",,https://www.shl.com/solutions/products/product-catalog/view/360-multi-rater-feedback-system-mfs/
